item_id,order_id,product_id,quantity,unit_price,discount_percent
ITEM00603,ORD0171,PROD0102,3,1351.25,47
ITEM00604,ORD0478,PROD0012,2,684.03,26
ITEM00605,ORD0219,PROD0203,4,4010.68,33
ITEM00607,ORD0224,PROD0017,5,4378.1,20
ITEM00609,ORD0325,PROD0035,1,2870.0,35
ITEM00610,ORD0400,PROD0058,5,875.3,32
ITEM00612,ORD0313,PROD0333,2,3784.35,49
ITEM00613,ORD0351,PROD0221,3,2382.0,47
ITEM00614,ORD0078,PROD0334,3,457.83,41
ITEM00615,ORD0295,PROD0174,4,2685.8,44
ITEM00616,ORD0379,PROD0420,4,4458.05,25
ITEM00619,ORD0133,PROD0439,2,2963.44,49
ITEM00620,ORD0168,PROD0273,4,3302.7,12
ITEM00622,ORD0445,PROD0296,2,1025.35,9
ITEM00623,ORD0106,PROD0158,2,594.39,34
ITEM00624,ORD0309,PROD0484,1,3919.37,34
ITEM00625,ORD0179,PROD0489,1,1704.56,20
ITEM00626,ORD0476,PROD0118,2,1088.34,10
ITEM00627,ORD0218,PROD0139,2,4687.88,13
ITEM00628,ORD0396,PROD0182,1,772.83,28
ITEM00629,ORD0064,PROD0428,4,224.58,47
ITEM00631,ORD0225,PROD0205,2,1107.6,24
ITEM00632,ORD0303,PROD0418,1,554.97,11
ITEM00633,ORD0260,PROD0468,5,3650.14,7
ITEM00635,ORD0380,PROD0310,3,3773.44,20
ITEM00637,ORD0185,PROD0245,3,2592.8,29
ITEM00638,ORD0009,PROD0004,4,4036.72,25
ITEM00640,ORD0429,PROD0034,4,4735.11,41
ITEM00641,ORD0154,PROD0118,1,3287.12,24
ITEM00643,ORD0374,PROD0332,3,322.31,15
ITEM00645,ORD0072,PROD0356,4,3835.21,3
ITEM00646,ORD0306,PROD0411,2,4345.09,42
ITEM00647,ORD0151,PROD0191,5,2132.89,10
ITEM00648,ORD0215,PROD0089,2,4687.83,9
ITEM00649,ORD0380,PROD0415,2,1888.83,7
ITEM00650,ORD0403,PROD0084,1,2538.02,19
ITEM00651,ORD0207,PROD0321,3,4554.01,16
ITEM00652,ORD0319,PROD0165,1,3938.02,21
ITEM00653,ORD0015,PROD0456,4,267.69,9
ITEM00655,ORD0307,PROD0370,5,931.73,6
ITEM00656,ORD0008,PROD0179,2,551.41,4
ITEM00657,ORD0058,PROD0496,4,2375.72,26
ITEM00658,ORD0439,PROD0460,5,2258.04,38
ITEM00659,ORD0415,PROD0327,1,1626.01,30
ITEM00660,ORD0461,PROD0463,3,728.17,42
ITEM00661,ORD0277,PROD0188,5,3375.32,6
ITEM00662,ORD0245,PROD0253,5,1061.81,14
ITEM00663,ORD0264,PROD0067,2,1205.2,5
ITEM00664,ORD0381,PROD0049,4,1483.27,39
ITEM00665,ORD0054,PROD0128,2,1328.29,46
ITEM00666,ORD0338,PROD0155,3,3581.26,29
ITEM00667,ORD0343,PROD0303,5,2632.83,17
ITEM00668,ORD0390,PROD0461,2,1706.93,23
ITEM00669,ORD0339,PROD0075,5,3708.41,2
ITEM00670,ORD0383,PROD0464,4,3196.21,50
ITEM00671,ORD0102,PROD0094,1,800.48,2
ITEM00672,ORD0428,PROD0407,2,893.24,20
ITEM00673,ORD0006,PROD0293,4,2470.84,22
ITEM00674,ORD0097,PROD0322,5,2087.72,13
ITEM00675,ORD0233,PROD0319,3,2774.81,7
ITEM00676,ORD0382,PROD0144,5,4627.04,21
ITEM00677,ORD0457,PROD0096,3,1770.82,31
ITEM00678,ORD0396,PROD0282,4,3349.92,42
ITEM00679,ORD0439,PROD0176,5,1388.03,50
ITEM00680,ORD0188,PROD0219,1,4827.29,8
ITEM00681,ORD0049,PROD0117,4,4167.38,7
ITEM00682,ORD0282,PROD0365,3,718.87,22
ITEM00684,ORD0495,PROD0444,5,994.8,32
ITEM00685,ORD0100,PROD0073,2,3901.97,12
ITEM00686,ORD0376,PROD0382,3,2675.32,49
ITEM00687,ORD0078,PROD0289,5,2672.72,34
ITEM00688,ORD0186,PROD0277,2,3499.1,33
ITEM00689,ORD0086,PROD0192,2,590.68,10
ITEM00690,ORD0326,PROD0325,5,1208.66,48
ITEM00691,ORD0367,PROD0078,5,4716.74,39
ITEM00692,ORD0218,PROD0440,2,1464.26,25
ITEM00694,ORD0240,PROD0165,2,3635.58,19
ITEM00695,ORD0001,PROD0039,3,3570.87,42
ITEM00696,ORD0160,PROD0107,5,3010.53,4
ITEM00698,ORD0422,PROD0083,2,2017.07,10
ITEM00700,ORD0428,PROD0180,1,1208.89,17
ITEM00701,ORD0072,PROD0458,4,705.01,47
ITEM00702,ORD0300,PROD0484,2,1108.57,9
ITEM00703,ORD0345,PROD0142,3,152.77,7
ITEM00705,ORD0307,PROD0242,2,3336.07,19
ITEM00706,ORD0421,PROD0064,5,3740.27,29
ITEM00707,ORD0079,PROD0037,3,4388.65,2
ITEM00708,ORD0196,PROD0430,3,652.9,29
ITEM00709,ORD0219,PROD0300,2,4393.59,44
ITEM00710,ORD0444,PROD0407,4,3816.45,14
ITEM00711,ORD0268,PROD0053,1,4988.27,38
ITEM00714,ORD0054,PROD0443,3,4227.39,46
ITEM00715,ORD0142,PROD0464,3,3237.3,21
ITEM00716,ORD0215,PROD0342,3,4917.12,5
ITEM00717,ORD0007,PROD0052,4,1289.45,31
ITEM00719,ORD0400,PROD0424,4,2847.29,36
ITEM00720,ORD0193,PROD0311,5,4364.93,42
ITEM00721,ORD0196,PROD0022,5,628.21,50
ITEM00722,ORD0330,PROD0489,1,2920.57,7
ITEM00723,ORD0495,PROD0392,2,1867.43,43
ITEM00724,ORD0364,PROD0463,5,2166.96,25
ITEM00725,ORD0368,PROD0382,1,1801.79,50
ITEM00726,ORD0226,PROD0437,4,2909.39,33
ITEM00727,ORD0020,PROD0482,4,4084.49,40
ITEM00728,ORD0382,PROD0399,4,3378.43,1
ITEM00729,ORD0111,PROD0291,2,218.31,21
ITEM00730,ORD0051,PROD0150,4,4029.29,46
ITEM00731,ORD0234,PROD0435,3,1857.09,43
ITEM00732,ORD0177,PROD0181,2,1455.5,50
ITEM00733,ORD0025,PROD0167,4,3525.61,40
ITEM00734,ORD0135,PROD0394,2,1125.97,49
ITEM00735,ORD0443,PROD0281,3,3729.45,48
ITEM00736,ORD0179,PROD0400,2,4239.13,5
ITEM00737,ORD0171,PROD0181,5,2737.35,14
ITEM00738,ORD0163,PROD0425,3,596.36,46
ITEM00739,ORD0047,PROD0328,4,1633.33,31
ITEM00740,ORD0328,PROD0096,4,1090.53,45
ITEM00741,ORD0249,PROD0180,3,4048.9,23
ITEM00743,ORD0098,PROD0298,3,4553.27,44
ITEM00744,ORD0329,PROD0287,3,3808.18,34
ITEM00745,ORD0092,PROD0204,5,3508.62,12
ITEM00747,ORD0208,PROD0437,3,814.25,21
ITEM00749,ORD0054,PROD0433,3,3105.76,5
ITEM00750,ORD0166,PROD0116,4,4148.06,15
ITEM00752,ORD0427,PROD0356,2,1302.22,14
ITEM00753,ORD0226,PROD0332,2,812.35,18
ITEM00755,ORD0430,PROD0225,4,2825.98,36
ITEM00756,ORD0099,PROD0212,2,4254.73,37
ITEM00757,ORD0205,PROD0322,5,4454.16,24
ITEM00758,ORD0383,PROD0134,3,4036.79,16
ITEM00759,ORD0221,PROD0190,3,4510.26,15
ITEM00760,ORD0164,PROD0277,3,477.5,44
ITEM00762,ORD0066,PROD0050,5,3570.93,34
ITEM00763,ORD0161,PROD0054,5,1216.34,22
ITEM00764,ORD0368,PROD0360,5,4123.28,14
ITEM00765,ORD0239,PROD0138,5,4199.41,29
ITEM00767,ORD0489,PROD0088,1,2843.8,35
ITEM00768,ORD0333,PROD0030,3,2435.47,45
ITEM00770,ORD0142,PROD0292,3,4742.02,46
ITEM00771,ORD0015,PROD0366,5,2504.97,45
ITEM00772,ORD0392,PROD0483,2,4932.41,13
ITEM00773,ORD0339,PROD0232,3,2738.14,43
ITEM00776,ORD0301,PROD0162,1,4857.35,3
ITEM00777,ORD0365,PROD0387,3,2978.49,49
ITEM00778,ORD0037,PROD0315,1,2695.88,46
ITEM00779,ORD0083,PROD0376,2,1319.12,38
ITEM00780,ORD0397,PROD0389,2,4195.12,1
ITEM00781,ORD0333,PROD0476,4,3670.47,21
ITEM00782,ORD0046,PROD0049,4,2912.61,43
ITEM00783,ORD0199,PROD0413,4,1968.32,30
ITEM00784,ORD0071,PROD0434,3,996.65,19
ITEM00785,ORD0182,PROD0091,4,4407.42,31
ITEM00786,ORD0047,PROD0095,3,2067.0,14
ITEM00787,ORD0180,PROD0332,1,1764.63,48
ITEM00788,ORD0049,PROD0269,3,199.96,38
ITEM00789,ORD0032,PROD0286,1,3445.28,6
ITEM00790,ORD0087,PROD0001,5,161.63,20
ITEM00791,ORD0197,PROD0157,1,4020.19,36
ITEM00792,ORD0289,PROD0192,1,4782.99,12
ITEM00793,ORD0326,PROD0318,4,990.75,13
ITEM00794,ORD0500,PROD0177,1,4373.28,9
ITEM00795,ORD0308,PROD0192,5,966.95,28
ITEM00797,ORD0016,PROD0319,1,4682.94,50
ITEM00799,ORD0179,PROD0350,2,2991.52,10
ITEM00800,ORD0461,PROD0052,4,1046.48,9
ITEM00801,ORD0314,PROD0472,3,4695.31,42
ITEM00803,ORD0343,PROD0284,1,1757.89,23
ITEM00804,ORD0073,PROD0123,4,1022.87,25
ITEM00806,ORD0416,PROD0432,5,584.02,33
ITEM00807,ORD0047,PROD0340,3,4568.15,36
ITEM00808,ORD0295,PROD0360,5,2656.2,48
ITEM00809,ORD0280,PROD0330,2,1484.55,8
ITEM00810,ORD0230,PROD0391,2,1535.5,40
ITEM00811,ORD0219,PROD0207,4,1947.63,31
ITEM00812,ORD0013,PROD0252,1,1675.42,30
ITEM00813,ORD0313,PROD0200,3,2538.31,50
ITEM00815,ORD0097,PROD0485,1,1604.89,37
ITEM00816,ORD0383,PROD0461,5,2759.66,41
ITEM00817,ORD0161,PROD0379,1,2718.03,3
ITEM00818,ORD0495,PROD0156,4,1022.37,34
ITEM00819,ORD0027,PROD0422,4,3718.85,33
ITEM00820,ORD0435,PROD0092,5,1917.04,44
ITEM00821,ORD0023,PROD0467,2,583.39,11
ITEM00822,ORD0457,PROD0114,3,457.52,13
ITEM00823,ORD0254,PROD0106,5,3238.06,0
ITEM00824,ORD0024,PROD0473,4,1109.55,44
ITEM00825,ORD0060,PROD0474,3,123.22,15
ITEM00826,ORD0338,PROD0417,3,4923.57,24
ITEM00827,ORD0424,PROD0117,3,4596.16,25
ITEM00828,ORD0023,PROD0080,2,3033.88,39
ITEM00830,ORD0443,PROD0462,3,1103.89,41
ITEM00833,ORD0419,PROD0399,4,1341.78,0
ITEM00834,ORD0321,PROD0355,4,304.82,49
ITEM00835,ORD0230,PROD0066,2,445.57,7
ITEM00837,ORD0168,PROD0086,3,4781.05,45
ITEM00838,ORD0477,PROD0356,4,1495.55,18
ITEM00839,ORD0146,PROD0439,5,1381.35,48
ITEM00840,ORD0062,PROD0203,2,4756.02,35
ITEM00842,ORD0241,PROD0246,1,645.89,2
ITEM00843,ORD0427,PROD0199,2,509.68,44
ITEM00844,ORD0413,PROD0035,2,2236.15,23
ITEM00845,ORD0225,PROD0379,2,2265.92,49
ITEM00846,ORD0022,PROD0340,5,3857.27,12
ITEM00847,ORD0394,PROD0108,3,314.41,0
ITEM00848,ORD0486,PROD0079,3,4311.49,16
ITEM00849,ORD0472,PROD0090,3,2363.97,41
ITEM00850,ORD0029,PROD0201,4,850.18,18
ITEM00851,ORD0259,PROD0033,2,1001.42,12
ITEM00852,ORD0172,PROD0337,4,224.02,28
ITEM00853,ORD0036,PROD0432,2,3048.13,18
ITEM00854,ORD0286,PROD0083,2,2780.9,20
ITEM00855,ORD0030,PROD0058,1,2108.63,34
ITEM00856,ORD0009,PROD0317,2,3647.99,20
ITEM00857,ORD0190,PROD0020,2,4517.45,43
ITEM00858,ORD0120,PROD0004,4,116.76,3
ITEM00859,ORD0417,PROD0199,5,686.25,14
ITEM00860,ORD0391,PROD0322,1,2861.83,4
ITEM00861,ORD0011,PROD0333,4,4692.33,41
ITEM00863,ORD0122,PROD0350,4,3101.78,22
ITEM00864,ORD0326,PROD0233,4,4605.19,9
ITEM00866,ORD0327,PROD0375,2,4818.89,24
ITEM00868,ORD0222,PROD0413,3,805.52,29
ITEM00869,ORD0211,PROD0364,5,4273.25,25
ITEM00870,ORD0065,PROD0431,3,1119.69,25
ITEM00871,ORD0216,PROD0453,4,2356.85,28
ITEM00872,ORD0228,PROD0488,4,2371.23,21
ITEM00873,ORD0167,PROD0341,4,752.26,33
ITEM00874,ORD0106,PROD0126,2,3591.69,36
ITEM00875,ORD0100,PROD0486,5,1880.73,29
ITEM00877,ORD0110,PROD0202,2,2404.14,34
ITEM00878,ORD0334,PROD0232,3,4532.91,49
ITEM00879,ORD0446,PROD0320,4,349.34,13
ITEM00880,ORD0173,PROD0283,2,3332.29,33
ITEM00881,ORD0222,PROD0093,4,216.79,13
ITEM00882,ORD0198,PROD0291,2,1439.27,47
ITEM00883,ORD0349,PROD0289,2,3242.07,36
ITEM00884,ORD0401,PROD0411,2,838.35,20
ITEM00885,ORD0240,PROD0126,2,3836.84,31
ITEM00886,ORD0162,PROD0313,5,2699.88,40
ITEM00888,ORD0011,PROD0005,1,1724.39,5
ITEM00892,ORD0244,PROD0174,2,1519.73,6
ITEM00893,ORD0411,PROD0288,2,4514.0,9
ITEM00894,ORD0084,PROD0213,1,2708.3,39
ITEM00895,ORD0210,PROD0082,5,2806.37,30
ITEM00896,ORD0359,PROD0144,2,4883.01,42
ITEM00897,ORD0485,PROD0076,4,575.64,2
ITEM00898,ORD0070,PROD0451,4,2416.78,30
ITEM00899,ORD0088,PROD0393,1,2972.26,23
ITEM00900,ORD0477,PROD0226,5,2902.36,28
ITEM00901,ORD0458,PROD0011,4,4738.36,36
ITEM00902,ORD0177,PROD0454,3,4940.29,23
ITEM00903,ORD0036,PROD0091,2,3157.75,43
ITEM00904,ORD0202,PROD0470,2,643.76,50
ITEM00906,ORD0150,PROD0365,1,1838.09,31
ITEM00907,ORD0009,PROD0319,5,2146.92,10
ITEM00908,ORD0187,PROD0436,3,1040.91,17
ITEM00911,ORD0230,PROD0222,3,298.23,47
ITEM00914,ORD0006,PROD0377,5,194.14,24
ITEM00915,ORD0103,PROD0464,4,1962.08,2
ITEM00916,ORD0356,PROD0345,3,3514.59,21
ITEM00917,ORD0188,PROD0412,5,4282.77,50
ITEM00918,ORD0218,PROD0209,3,748.47,22
ITEM00920,ORD0137,PROD0043,4,4602.0,5
ITEM00921,ORD0413,PROD0342,3,4321.25,7
ITEM00922,ORD0012,PROD0416,2,4050.51,6
ITEM00924,ORD0293,PROD0411,2,3916.5,4
ITEM00925,ORD0005,PROD0371,1,3708.87,21
ITEM00927,ORD0321,PROD0495,4,3191.91,21
ITEM00928,ORD0403,PROD0341,1,3101.57,3
ITEM00929,ORD0361,PROD0072,2,4598.21,5
ITEM00930,ORD0096,PROD0047,1,118.82,50
ITEM00932,ORD0199,PROD0165,5,1043.93,12
ITEM00933,ORD0363,PROD0254,5,3560.74,30
ITEM00934,ORD0148,PROD0375,5,4338.54,3
ITEM00935,ORD0227,PROD0095,5,130.94,11
ITEM00936,ORD0499,PROD0102,3,805.07,34
ITEM00937,ORD0295,PROD0499,2,3529.84,44
ITEM00938,ORD0390,PROD0039,2,1016.54,20
ITEM00939,ORD0388,PROD0117,2,2033.87,37
ITEM00941,ORD0112,PROD0219,3,4139.9,47
ITEM00942,ORD0124,PROD0272,1,3308.73,43
ITEM00943,ORD0129,PROD0145,2,416.8,4
ITEM00944,ORD0253,PROD0177,1,3137.24,27
ITEM00946,ORD0346,PROD0046,3,2981.88,23
ITEM00947,ORD0358,PROD0349,5,3423.16,4
ITEM00948,ORD0292,PROD0135,3,2308.86,47
ITEM00949,ORD0416,PROD0246,3,2548.51,48
ITEM00950,ORD0251,PROD0161,5,4995.58,12
ITEM00951,ORD0117,PROD0301,2,309.23,22
ITEM00952,ORD0210,PROD0239,4,1689.4,50
ITEM00954,ORD0232,PROD0079,2,3715.51,24
ITEM00955,ORD0215,PROD0487,1,4379.47,50
ITEM00956,ORD0163,PROD0196,2,2057.15,0
ITEM00958,ORD0112,PROD0049,1,2017.33,9
ITEM00959,ORD0139,PROD0173,2,206.24,25
ITEM00960,ORD0082,PROD0156,5,1460.58,12
ITEM00961,ORD0250,PROD0311,4,2221.0,10
ITEM00962,ORD0250,PROD0497,1,1831.51,6
ITEM00963,ORD0035,PROD0488,3,3559.52,38
ITEM00964,ORD0149,PROD0073,2,2641.94,31
ITEM00965,ORD0412,PROD0111,4,2503.48,19
ITEM00966,ORD0324,PROD0082,3,3189.25,43
ITEM00968,ORD0272,PROD0145,3,3651.31,44
ITEM00969,ORD0443,PROD0066,3,2870.11,30
ITEM00970,ORD0033,PROD0010,4,1913.04,15
ITEM00971,ORD0108,PROD0484,3,3472.58,20
ITEM00972,ORD0325,PROD0469,4,3955.35,35
ITEM00973,ORD0175,PROD0296,3,3521.81,8
ITEM00974,ORD0495,PROD0165,5,4858.56,14
ITEM00975,ORD0363,PROD0304,5,1261.39,15
ITEM00976,ORD0251,PROD0289,4,4463.73,20
ITEM00977,ORD0262,PROD0451,1,1982.3,9
ITEM00978,ORD0320,PROD0165,1,2693.25,29
ITEM00981,ORD0435,PROD0399,1,2421.36,14
ITEM00982,ORD0325,PROD0002,3,1845.23,39
ITEM00983,ORD0248,PROD0288,2,3940.05,20
ITEM00984,ORD0249,PROD0161,5,4427.75,12
ITEM00986,ORD0310,PROD0062,3,3693.76,47
ITEM00987,ORD0454,PROD0100,5,4014.36,18
ITEM00988,ORD0128,PROD0405,4,2172.66,0
ITEM00990,ORD0015,PROD0334,4,485.68,29
ITEM00991,ORD0398,PROD0466,2,2288.76,24
ITEM00992,ORD0285,PROD0081,5,2276.28,20
ITEM00993,ORD0056,PROD0480,3,2334.12,12
ITEM00995,ORD0066,PROD0166,1,707.18,20
ITEM00997,ORD0193,PROD0282,1,3181.56,41
ITEM00998,ORD0166,PROD0203,2,1700.39,48
ITEM00999,ORD0018,PROD0330,3,1687.67,48
ITEM01000,ORD0292,PROD0021,5,373.71,45
ITEM01001,ORD0366,PROD0068,4,413.0,4
ITEM01002,ORD0072,PROD0078,1,2661.62,45
ITEM01003,ORD0121,PROD0048,3,4864.37,21
ITEM01004,ORD0042,PROD0212,3,3779.17,31
ITEM01005,ORD0206,PROD0280,1,2670.93,41
ITEM01006,ORD0405,PROD0203,2,2785.68,5
ITEM01007,ORD0417,PROD0107,4,879.4,48
ITEM01008,ORD0467,PROD0445,3,1214.24,3
ITEM01009,ORD0331,PROD0350,5,218.7,41
ITEM01010,ORD0432,PROD0358,2,2445.6,2
ITEM01011,ORD0113,PROD0389,2,4754.83,8
ITEM01012,ORD0257,PROD0164,3,1998.87,40
ITEM01013,ORD0344,PROD0203,1,2600.21,18
ITEM01014,ORD0253,PROD0013,4,2795.15,2
ITEM01015,ORD0103,PROD0302,1,1123.3,37
ITEM01016,ORD0252,PROD0004,3,3538.94,37
ITEM01017,ORD0452,PROD0189,5,4503.04,10
ITEM01018,ORD0204,PROD0109,2,2727.53,40
ITEM01019,ORD0382,PROD0319,3,1401.67,23
ITEM01020,ORD0262,PROD0199,2,4190.63,48
ITEM01021,ORD0312,PROD0132,3,1059.28,16
ITEM01023,ORD0309,PROD0496,5,3873.08,13
ITEM01024,ORD0095,PROD0058,1,1998.52,6
ITEM01025,ORD0381,PROD0478,2,1080.7,36
ITEM01026,ORD0377,PROD0383,3,4181.36,43
ITEM01028,ORD0238,PROD0028,2,2877.55,16
ITEM01029,ORD0112,PROD0262,1,1618.52,13
ITEM01031,ORD0199,PROD0369,3,2343.63,25
ITEM01033,ORD0288,PROD0306,3,3995.52,42
ITEM01034,ORD0439,PROD0481,2,480.6,6
ITEM01036,ORD0485,PROD0141,1,1586.89,24
ITEM01037,ORD0374,PROD0291,2,576.44,23
ITEM01038,ORD0111,PROD0331,2,4857.61,47
ITEM01040,ORD0012,PROD0153,1,4502.76,19
ITEM01041,ORD0073,PROD0135,4,4657.62,13
ITEM01043,ORD0090,PROD0008,1,521.87,15
ITEM01044,ORD0234,PROD0446,5,3505.1,17
ITEM01045,ORD0139,PROD0012,5,2450.65,46
ITEM01046,ORD0355,PROD0079,2,419.27,43
ITEM01047,ORD0194,PROD0016,1,2537.37,29
ITEM01048,ORD0212,PROD0090,1,2926.13,2
ITEM01049,ORD0337,PROD0033,3,3578.52,46
ITEM01050,ORD0246,PROD0104,3,219.62,17
ITEM01051,ORD0494,PROD0447,2,1250.61,28
ITEM01052,ORD0415,PROD0001,1,4380.25,27
ITEM01053,ORD0287,PROD0488,4,3980.62,45
ITEM01054,ORD0435,PROD0381,1,1503.93,5
ITEM01055,ORD0307,PROD0189,4,4121.5,34
ITEM01056,ORD0084,PROD0192,3,3658.37,34
ITEM01057,ORD0075,PROD0165,3,2094.31,37
ITEM01058,ORD0206,PROD0191,4,4919.21,49
ITEM01059,ORD0150,PROD0076,4,3410.98,26
ITEM01060,ORD0185,PROD0493,4,523.58,16
ITEM01061,ORD0454,PROD0071,3,4631.12,41
ITEM01062,ORD0239,PROD0231,5,4322.82,10
ITEM01063,ORD0456,PROD0022,3,2581.13,40
ITEM01065,ORD0082,PROD0436,5,783.65,50
ITEM01066,ORD0106,PROD0423,4,500.54,26
ITEM01068,ORD0054,PROD0295,1,1348.11,35
ITEM01069,ORD0341,PROD0483,2,3724.59,43
ITEM01070,ORD0364,PROD0404,3,2496.98,20
ITEM01073,ORD0384,PROD0209,1,1206.49,41
ITEM01074,ORD0233,PROD0080,2,3609.39,50
ITEM01075,ORD0497,PROD0259,1,2526.49,4
ITEM01076,ORD0356,PROD0487,3,1284.98,25
ITEM01078,ORD0488,PROD0418,2,215.18,1
ITEM01080,ORD0349,PROD0037,1,1341.83,7
ITEM01082,ORD0358,PROD0306,3,1781.53,23
ITEM01083,ORD0107,PROD0156,4,3134.36,30
ITEM01084,ORD0326,PROD0315,5,305.19,31
ITEM01085,ORD0017,PROD0256,3,1822.34,16
ITEM01087,ORD0051,PROD0217,5,3139.14,22
ITEM01088,ORD0486,PROD0498,4,4973.73,24
ITEM01089,ORD0020,PROD0493,4,3819.34,5
ITEM01090,ORD0244,PROD0130,5,551.04,15
ITEM01091,ORD0371,PROD0426,1,2327.96,47
ITEM01092,ORD0173,PROD0124,5,4921.6,2
ITEM01093,ORD0166,PROD0159,5,3908.1,28
ITEM01094,ORD0111,PROD0315,4,565.27,43
ITEM01095,ORD0066,PROD0304,1,4684.14,28
ITEM01096,ORD0036,PROD0258,2,2369.58,44
ITEM01097,ORD0290,PROD0199,5,3303.14,3
ITEM01098,ORD0130,PROD0300,1,3521.26,31
ITEM01099,ORD0090,PROD0462,4,1537.61,10
ITEM01100,ORD0021,PROD0149,5,1723.94,7
ITEM01102,ORD0128,PROD0003,4,3901.13,41
ITEM01103,ORD0464,PROD0091,4,314.99,11
ITEM01104,ORD0115,PROD0175,5,4243.14,14
ITEM01105,ORD0366,PROD0228,1,597.53,8
ITEM01107,ORD0255,PROD0188,4,200.63,33
ITEM01108,ORD0460,PROD0356,3,3210.68,6
ITEM01109,ORD0215,PROD0243,1,1466.62,35
ITEM01110,ORD0360,PROD0217,1,419.36,16
ITEM01111,ORD0450,PROD0486,3,2425.67,32
ITEM01112,ORD0471,PROD0125,2,692.95,10
ITEM01113,ORD0045,PROD0293,2,3356.74,28
ITEM01114,ORD0338,PROD0280,3,2831.11,30
ITEM01115,ORD0035,PROD0498,2,2952.39,7
ITEM01116,ORD0287,PROD0021,2,1091.99,19
ITEM01118,ORD0262,PROD0404,1,652.49,42
ITEM01119,ORD0137,PROD0300,5,143.4,8
ITEM01120,ORD0164,PROD0472,2,4316.87,13
ITEM01121,ORD0097,PROD0340,4,2443.55,13
ITEM01122,ORD0051,PROD0089,4,2809.86,40
ITEM01123,ORD0278,PROD0440,1,815.95,8
ITEM01125,ORD0245,PROD0263,1,2874.17,15
ITEM01126,ORD0321,PROD0386,4,4214.88,23
ITEM01127,ORD0481,PROD0116,3,2091.32,48
ITEM01128,ORD0222,PROD0022,3,3925.1,1
ITEM01130,ORD0429,PROD0444,2,3768.18,8
ITEM01131,ORD0246,PROD0315,5,4454.85,41
ITEM01132,ORD0447,PROD0387,2,1282.57,33
ITEM01134,ORD0214,PROD0034,5,515.73,49
ITEM01135,ORD0075,PROD0396,1,1910.65,25
ITEM01136,ORD0144,PROD0238,3,1587.13,34
ITEM01137,ORD0310,PROD0168,3,4291.36,30
ITEM01138,ORD0262,PROD0250,4,3811.35,44
ITEM01139,ORD0302,PROD0356,5,4624.92,38
ITEM01140,ORD0307,PROD0339,5,772.61,21
ITEM01141,ORD0047,PROD0355,4,4878.61,34
ITEM01142,ORD0265,PROD0316,1,1332.81,17
ITEM01143,ORD0479,PROD0139,3,3012.73,14
ITEM01144,ORD0161,PROD0475,3,4545.37,36
ITEM01145,ORD0098,PROD0179,3,1040.05,21
ITEM01146,ORD0266,PROD0347,4,1464.76,38
ITEM01147,ORD0218,PROD0343,2,3864.74,50
ITEM01148,ORD0072,PROD0411,3,1030.83,43
ITEM01149,ORD0186,PROD0365,5,2809.23,13
ITEM01151,ORD0371,PROD0371,3,3229.12,13
ITEM01152,ORD0307,PROD0405,3,997.08,41
ITEM01153,ORD0415,PROD0255,3,1303.61,30
ITEM01154,ORD0368,PROD0139,5,2349.49,21
ITEM01155,ORD0075,PROD0131,5,453.05,7
ITEM01156,ORD0495,PROD0193,5,4920.95,0
ITEM01157,ORD0035,PROD0097,3,4646.25,29
ITEM01158,ORD0479,PROD0282,5,4123.68,32
ITEM01160,ORD0322,PROD0251,5,629.59,27
ITEM01161,ORD0199,PROD0161,1,784.66,7
ITEM01162,ORD0186,PROD0390,1,301.07,4
ITEM01163,ORD0143,PROD0056,5,2722.59,8
ITEM01164,ORD0402,PROD0050,4,1103.97,42
ITEM01165,ORD0291,PROD0031,1,646.02,39
ITEM01167,ORD0113,PROD0317,5,2896.02,17
ITEM01168,ORD0476,PROD0283,3,4219.76,9
ITEM01169,ORD0012,PROD0284,5,1651.92,14
ITEM01170,ORD0088,PROD0413,4,1095.39,39
ITEM01171,ORD0009,PROD0489,2,546.77,47
ITEM01172,ORD0315,PROD0499,3,4066.8,7
ITEM01173,ORD0049,PROD0127,4,1182.77,29
ITEM01174,ORD0313,PROD0085,2,4596.37,17
ITEM01175,ORD0055,PROD0002,2,3388.69,27
ITEM01176,ORD0297,PROD0441,5,4262.99,28
ITEM01177,ORD0110,PROD0119,1,4251.68,26
ITEM01178,ORD0365,PROD0228,4,836.89,24
ITEM01179,ORD0436,PROD0315,4,212.83,48
ITEM01180,ORD0140,PROD0106,4,2239.59,33
ITEM01181,ORD0176,PROD0165,1,2545.26,39
ITEM01182,ORD0199,PROD0430,4,3072.11,23
ITEM01184,ORD0350,PROD0194,2,3961.54,13
ITEM01185,ORD0112,PROD0161,3,2085.0,15
ITEM01186,ORD0367,PROD0149,2,1959.28,30
ITEM01188,ORD0034,PROD0232,1,2005.46,22
ITEM01189,ORD0185,PROD0196,1,2505.69,46
ITEM01192,ORD0246,PROD0081,2,1173.77,37
ITEM01193,ORD0331,PROD0265,5,2701.59,12
ITEM01195,ORD0118,PROD0047,2,552.65,44
ITEM01196,ORD0284,PROD0026,3,488.35,16
ITEM01197,ORD0232,PROD0077,3,794.01,27
ITEM01198,ORD0143,PROD0446,2,1222.53,19
ITEM01199,ORD0086,PROD0267,1,1235.9,5
ITEM01201,ORD0447,PROD0489,2,1512.39,30
ITEM01202,ORD0483,PROD0217,2,1257.6,12
ITEM01203,ORD0309,PROD0365,1,430.17,6
