order_id,customer_id,order_date,status,region_code
ORD0390,CUST0110,2025-10-16 10:39:57,RETURNED,WEST
ORD0391,CUST0403,2024-10-25 19:12:09,DELIVERED,NORTH
ORD0392,CUST0083,2024-11-11 09:38:41,CANCELLED,NORTH
ORD0393,CUST0412,2026-02-22 00:18:01,PLACED,SOUTH
ORD0394,CUST0242,2025-03-15 10:43:15,RETURNED,WEST
ORD0395,,2025-10-16 02:58:24,PLACED,EAST
ORD0396,CUST0114,2025-09-02 13:28:00,DELIVERED,NORTH
ORD0397,CUST0312,2026-03-24 02:18:43,PLACED,WEST
ORD0398,CUST0477,2024-09-02 02:33:40,CANCELLED,EAST
ORD0399,CUST0365,07-11-2024 07:53:18,RETURNED,NORTH
ORD0400,CUST0485,2024-12-25 16:47:54,SHIPPED,WEST
ORD0401,CUST0225,2025-02-28 11:08:54,PLACED,SOUTH
ORD0402,CUST0436,2025-02-09 19:42:39,RETURNED,EAST
ORD0403,CUST0100,2025-01-23 08:59:19,PLACED,SOUTH
ORD0404,CUST0315,2025-10-25 21:23:07,SHIPPED,NORTH
ORD0405,CUST0185,2025-01-26 03:10:57,SHIPPED,NORTH
ORD0406,CUST0500,2025-06-01 23:32:09,SHIPPED,NORTH
ORD0407,,2026-04-03 06:06:00,CANCELLED,EAST
ORD0408,CUST0343,2025-04-03 06:37:21,CANCELLED,WEST
ORD0409,,2025-09-13 17:23:12,SHIPPED,NORTH
ORD0410,CUST0378,2026-06-17 06:55:48,PLACED,NORTH
ORD0411,CUST0282,2025-05-10 09:38:55,DELIVERED,EAST
ORD0412,CUST0178,2024-11-23 07:35:44,DELIVERED,SOUTH
ORD0413,CUST0311,2024-07-28 20:47:18,SHIPPED,WEST
ORD0414,CUST0477,2025-12-25 14:44:52,CANCELLED,NORTH
ORD0415,CUST0134,2025-11-07 14:03:09,SHIPPED,WEST
ORD0416,CUST0260,2026-05-29 23:05:13,PLACED,NORTH
ORD0417,CUST0258,2025-12-05 20:04:23,DELIVERED,EAST
ORD0418,CUST0485,2024-09-08 11:26:51,PLACED,EAST
ORD0419,CUST0449,2024-11-10 21:59:06,RETURNED,EAST
ORD0420,CUST0356,2024-09-25 05:42:03,CANCELLED,WEST
ORD0421,CUST0289,2024-08-27 14:10:07,CANCELLED,SOUTH
ORD0422,CUST0388,2026-04-14 20:34:46,DELIVERED,WEST
ORD0423,CUST0349,2025-08-16 14:40:05,CANCELLED,NORTH
ORD0424,CUST0247,2024-07-31 06:00:29,PLACED,EAST
ORD0425,CUST0035,28-04-2025 00:01:26,CANCELLED,SOUTH
ORD0426,CUST0347,2026-01-21 19:20:25,SHIPPED,EAST
ORD0427,CUST0212,2024-09-10 19:18:40,DELIVERED,NORTH
ORD0428,CUST0359,2025-01-19 16:58:41,DELIVERED,SOUTH
ORD0429,CUST0148,2024-11-02 09:59:12,PLACED,WEST
ORD0430,CUST0345,2025-11-02 08:00:11,DELIVERED,NORTH
ORD0431,CUST0284,2026-04-19 19:26:57,SHIPPED,WEST
ORD0432,CUST0161,2025-02-22 23:31:44,DELIVERED,SOUTH
ORD0433,CUST0458,2025-01-08 17:01:41,RETURNED,EAST
ORD0434,CUST0094,04-02-2025 13:48:56,SHIPPED,WEST
ORD0435,CUST0378,2025-10-12 14:56:59,SHIPPED,SOUTH
ORD0436,CUST0377,2024-10-15 21:16:42,SHIPPED,EAST
ORD0437,CUST0106,2026-03-16 12:16:56,SHIPPED,SOUTH
ORD0438,CUST0428,01-08-2024 20:41:21,SHIPPED,EAST
ORD0439,CUST0080,2025-11-08 16:48:57,PLACED,NORTH
ORD0440,CUST0472,2026-04-01 11:21:51,PLACED,WEST
ORD0441,CUST0315,2025-03-06 13:03:52,PLACED,NORTH
ORD0442,CUST0435,2025-06-24 19:30:26,CANCELLED,EAST
ORD0443,CUST0318,2026-06-24 04:41:58,DELIVERED,WEST
ORD0444,CUST0460,2025-08-10 21:03:11,RETURNED,EAST
ORD0445,CUST0252,2025-01-26 23:37:48,SHIPPED,EAST
ORD0446,CUST0204,2025-06-01 22:35:56,SHIPPED,SOUTH
ORD0447,CUST0028,2026-06-20 05:20:26,RETURNED,WEST
ORD0448,CUST0245,2025-12-03 14:10:49,RETURNED,NORTH
ORD0449,CUST0258,2026-12-23 11:19:30,DELIVERED,WEST
ORD0450,CUST0441,2025-09-21 12:21:01,SHIPPED,WEST
ORD0451,,2025-10-15 23:00:48,PLACED,WEST
ORD0452,CUST0162,2025-10-19 11:13:40,PLACED,NORTH
ORD0453,CUST0346,27-08-2025 23:17:47,SHIPPED,WEST
ORD0454,CUST0298,2025-07-29 08:50:13,PLACED,EAST
ORD0455,CUST0186,2025-10-22 03:41:36,RETURNED,EAST
ORD0456,CUST0096,2025-02-23 04:37:29,RETURNED,EAST
ORD0457,CUST0122,2025-03-22 14:10:44,DELIVERED,WEST
ORD0458,CUST0491,2025-08-10 04:59:36,RETURNED,EAST
ORD0459,CUST0188,2026-02-19 19:32:29,SHIPPED,WEST
ORD0460,CUST0218,2025-05-30 18:16:26,SHIPPED,WEST
ORD0461,CUST0359,2025-04-05 04:31:43,DELIVERED,EAST
ORD0462,CUST0438,2025-01-17 18:36:12,CANCELLED,EAST
ORD0463,CUST0231,2025-02-18 17:53:08,SHIPPED,SOUTH
ORD0464,CUST0295,2024-07-12 01:24:36,SHIPPED,NORTH
ORD0465,CUST0370,2026-02-27 14:38:17,DELIVERED,SOUTH
ORD0466,CUST0285,2026-03-23 09:34:54,CANCELLED,WEST
ORD0467,CUST0101,2025-03-20 04:36:59,SHIPPED,SOUTH
ORD0468,CUST0243,19-06-2025 17:32:40,PLACED,SOUTH
ORD0469,CUST0216,2024-07-18 01:36:09,CANCELLED,SOUTH
ORD0470,CUST0458,2026-05-16 13:24:08,RETURNED,EAST
ORD0471,CUST0403,2026-06-03 17:23:44,CANCELLED,EAST
ORD0472,CUST0129,2025-06-25 11:30:07,RETURNED,NORTH
ORD0473,CUST0204,2024-07-18 15:53:58,PLACED,SOUTH
ORD0474,CUST0031,2025-05-22 09:58:35,SHIPPED,EAST
ORD0475,CUST0244,2026-09-01 11:19:30,PLACED,WEST
ORD0476,CUST0382,2024-12-27 21:20:54,DELIVERED,EAST
ORD0477,CUST0185,2024-07-17 06:20:00,DELIVERED,EAST
ORD0478,CUST0177,2025-04-10 22:20:10,PLACED,WEST
ORD0479,CUST0063,2025-05-08 18:08:48,DELIVERED,SOUTH
ORD0480,CUST0296,2025-08-25 11:09:39,RETURNED,SOUTH
ORD0481,CUST0400,2025-04-26 08:23:42,DELIVERED,EAST
ORD0482,CUST0167,2026-10-17 11:19:30,RETURNED,WEST
ORD0483,CUST0397,2026-01-01 10:35:15,CANCELLED,NORTH
ORD0484,CUST0196,2025-04-22 16:13:56,RETURNED,EAST
ORD0485,CUST0238,2025-04-14 08:58:58,SHIPPED,SOUTH
ORD0486,CUST0328,2025-01-20 02:14:06,DELIVERED,WEST
ORD0487,CUST0324,2025-05-16 10:17:21,RETURNED,WEST
ORD0488,CUST0435,2025-01-02 23:40:25,PLACED,NORTH
ORD0489,CUST0083,2026-01-21 11:18:34,DELIVERED,SOUTH
ORD0490,CUST0161,2026-05-07 16:40:29,DELIVERED,EAST
ORD0491,,2026-02-21 21:48:26,DELIVERED,WEST
ORD0492,,2025-11-24 02:34:33,CANCELLED,EAST
ORD0493,CUST0383,2025-02-04 22:36:32,RETURNED,WEST
ORD0494,CUST0212,2026-01-05 16:25:43,SHIPPED,SOUTH
ORD0495,CUST0438,2026-02-22 19:26:10,PLACED,SOUTH
ORD0496,,09-05-2025 14:37:25,SHIPPED,EAST
ORD0497,CUST0482,2026-03-27 10:37:41,PLACED,SOUTH
ORD0498,CUST0086,2024-11-22 05:39:58,CANCELLED,NORTH
ORD0499,CUST0049,2025-02-08 12:50:12,PLACED,WEST
ORD0500,CUST0281,2025-10-20 05:29:18,PLACED,NORTH
ORD0370,CUST0118,2025-04-01 16:00:14,CANCELLED,WEST
ORD0056,CUST0114,2025-04-02 14:06:35,DELIVERED,SOUTH
ORD0271,CUST0081,2026-03-03 18:28:42,RETURNED,SOUTH
ORD0388,CUST0438,2025-04-16 08:32:41,PLACED,SOUTH
ORD0201,CUST0346,2026-03-03 03:38:51,RETURNED,EAST
ORD0236,CUST0453,2025-01-18 17:24:09,SHIPPED,EAST
ORD0147,CUST0430,2024-07-17 05:54:49,RETURNED,NORTH
ORD0431,CUST0284,2026-04-19 19:26:57,SHIPPED,WEST
ORD0372,,2026-05-23 16:26:34,SHIPPED,EAST
ORD0106,CUST0255,2025-05-14 15:26:08,SHIPPED,SOUTH
